   ID      Date       Time  Det  Cal1_1  Cal2_1  Flag  Cal1_2  Cal2_2  D_Cal1  D_Cal2  Cal1good  Cal2good 
 4311  20160227  71828.532   S1  1.9055  1.9065     1   1.962  1.9255    0.03    0.01     1.905     1.907 
 4313  20160303  73318.359   S1  1.9163  1.9093     1  1.9542  1.9182    0.02    0.00     1.916     1.909 
 4314  20160310   1391.997   S1  1.9249  1.9179     1  1.9482  1.9122    0.01    0.00     1.925     1.918 
 4316  20160312   71664.34   S1  1.9227  1.9157     1    1.96  1.9205    0.02    0.00     1.923     1.916 
 4318  20160324  57512.877   S1  1.9205  1.9135     1  1.9552  1.9187    0.02    0.00     1.921     1.913 
 4319  20160325  25162.835   S1  1.9445  1.9065     1  1.9122  1.9087    0.02    0.00     1.944     1.907 
 4321  20160401  20169.884   S1      --      --     1  1.9554  1.9184      --      --     1.955     1.918 
 4327  20160410  18592.644   S1  1.9487  1.9097     1  1.9506  1.9061    0.00    0.00     1.949     1.910 
 4329  20160418  65322.986   S1  1.9594  1.9214     1  1.9604  1.9149    0.00    0.00     1.959     1.921 
 4330  20160419  54992.753   S1  1.9355  1.9135     1  1.9559  1.9239    0.01    0.01     1.935     1.913 
 4332  20160422  43139.194   S1   1.928   1.921     1  1.9592  1.9227    0.02    0.00     1.928     1.921 
 4333  20160424  42546.397   S1   1.956   1.916     1  1.9019  1.8949    0.03    0.01     1.956     1.916 
 4339  20160506  74957.336   S1  1.9606  1.9266     1  1.9718  1.9353    0.01    0.00     1.961     1.927 
 4342  20160516  20507.578   S1  1.9371  1.9151     1  1.9198  1.9128    0.01    0.00     1.937     1.915 
 4347  20160520  77416.866   S1  1.9284  1.9214     1  1.9558  1.9138    0.01    0.00     1.928     1.921 
 4351  20160528  51236.655   S1  1.9324  1.9254     1   1.966    1.93    0.02    0.00     1.932     1.925 
 4352  20160530  25426.549   S1  1.9262  1.9252     1  1.9372  1.9352    0.01    0.01     1.926     1.925 
 4354  20160605  73167.723   S1  1.9168  1.9218     1  1.9547  1.9222    0.02    0.00     1.917     1.922 
 4356  20160612  72767.893   S1  1.9204  1.9134     1  1.9822  1.9402    0.03    0.01     1.920     1.913 
 4374  20160709  71345.896   S1  1.9318  1.9258     1  1.9527  1.9302    0.01    0.00     1.932     1.926 
 4384  20160726   5645.315   S1  1.9392  1.9322     1  1.9719  1.9294    0.02    0.00     1.939     1.932 
 4388  20160819  73680.279   S1  1.9534  1.9479     1  1.9256  1.9191    0.01    0.01     1.953     1.948 
 4394  20160905  40735.196   S1  1.9813  1.9413     1  1.9424  1.9354    0.02    0.00     1.981     1.941 
 4395  20160908  19021.127   S1  1.9532  1.9462     1  1.9526  1.9486    0.00    0.00     1.953     1.946 
 4398  20160912  30262.459   S1  1.9759  1.9409     1  1.9855  1.9435    0.00    0.00     1.976     1.941 
 4400  20160915  82269.038   S1  1.9431  1.9361     1  1.9849  1.9459    0.02    0.01     1.943     1.936 
 4403  20161001   3919.479   S1  1.9839  1.9379     1  1.9775   1.947    0.00    0.00     1.984     1.938 
 4404  20161004  83274.317   S1      --      --     2      --      --      --      --     1.985     1.945 
 4405  20161010  48993.832   S1  1.9851  1.9446     1  1.9816  1.9501    0.00    0.00     1.985     1.945 
 4406  20161011  18824.426   S1  1.9677  1.9312     1  1.9422  1.9352    0.01    0.00     1.968     1.931 
 4407  20161012   85511.38   S1  1.9664  1.9444     1  1.9533  1.9148    0.01    0.02     1.966     1.944 
 4410  20161017  72523.653   S1  1.9647  1.9332     1   1.936   1.929    0.01    0.00     1.965     1.933 
 4411  20161020    65597.4   S1  1.9731  1.9371     1  1.9741  1.9361    0.00    0.00     1.973     1.937 
 4412  20161023  81552.321   S1  1.9398  1.9328     1  1.9812  1.9292    0.02    0.00     1.940     1.933 
 4413  20161028  49633.246   S1  1.9731  1.9326     1   1.988  1.9505    0.01    0.01     1.973     1.933 
 4414  20161102  81351.872   S1  1.9828  1.9438     1  1.9786  1.9271    0.00    0.01     1.983     1.944 
 4415  20161105  36078.626   S1  1.9724  1.9329     1   1.976    1.93    0.00    0.00     1.972     1.933 
 4418  20161117   5738.426   S1  1.9696  1.9251     1  2.0013  1.9528    0.02    0.01     1.970     1.925 
 4419  20161127  10191.637   S1  1.9767  1.9402     1  1.9685   1.929    0.00    0.01     1.977     1.940 
 4421  20161202  52332.639   S1  1.9682  1.9297     1  1.9717  1.9342    0.00    0.00     1.968     1.930 
 4423  20161203  67266.318   S1  1.9829  1.9384     1  1.9667  1.9242    0.01    0.01     1.983     1.938 
 4424  20161206   5550.776   S1  1.9609  1.9249     1  1.9713  1.9293    0.01    0.00     1.961     1.925 
 4425  20161217  13995.303   S1  1.9693  1.9308     1  1.9792  1.9387    0.01    0.00     1.969     1.931 
 4427  20161218  19166.402   S1  1.9718  1.9353     1  1.9659  1.9274    0.00    0.00     1.972     1.935 
 4428  20161218  30761.134   S1  1.9387  1.9317     1  1.9695   1.932    0.02    0.00     1.939     1.932 
 4429  20161220  52300.075   S1  1.9717  1.9342     1  1.9651  1.9276    0.00    0.00     1.972     1.934 
 4430  20161229  75837.475   S1  1.9722  1.9347     1  1.9748  1.9373    0.00    0.00     1.972     1.935 
 4432  20170102  10299.368   S1  1.9717  1.9352     1  1.9712  1.9317    0.00    0.00     1.972     1.935 
 4434  20170109  11862.182   S1  1.9717  1.9327     1  1.9334  1.9264    0.02    0.00     1.972     1.933 
 4435  20170109  47357.909   S1  1.9652  1.9262     1  1.9619  1.9249    0.00    0.00     1.965     1.926 
 4436  20170114   71956.53   S1  1.9363  1.9293     1  1.9768  1.9403    0.02    0.01     1.936     1.929 
 4437  20170114  79266.962   S1   1.936   1.929     1  1.9668  1.9248    0.02    0.00     1.936     1.929 
 4438  20170115  64155.241   S1   1.968  1.9315     1  1.9762  1.9347    0.00    0.00     1.968     1.931 
 4439  20170121   5812.788   S1  1.9702  1.9327     1   1.964   1.923    0.00    0.01     1.970     1.933 
 4440  20170121  53065.747   S1  1.9692  1.9257     1  1.9243  1.9173    0.02    0.00     1.969     1.926 
 4442  20170124  75486.428   S1  1.9705   1.927     1  1.9667  1.9272    0.00    0.00     1.970     1.927 
 4443  20170126  41440.253   S1  1.9692  1.9327     1  1.9599  1.9224    0.00    0.01     1.969     1.933 
 4444  20170127    5744.66   S1   1.977    1.93     1  1.9573  1.9158    0.01    0.01     1.977     1.930 
 4446  20170202  26394.107   S1  1.9742  1.9227     1  1.9658  1.9278    0.00    0.00     1.974     1.923 
 4451  20170208  65479.756   S1  1.9358  1.9288     1  1.9618  1.9233    0.01    0.00     1.936     1.929 
 4452  20170208   81222.75   S1  1.9637  1.9272     1  1.9591  1.9196    0.00    0.00     1.964     1.927 
 4453  20170209   4120.061   S1  1.9725   1.935     1  1.9714  1.9354    0.00    0.00     1.972     1.935 
 4454  20170210   10092.18   S1  1.9405  1.9335     1  1.9832  1.9382    0.02    0.00     1.940     1.933 
 4457  20170220  67678.467   S1  1.9383  1.9313     1  1.9827  1.9392    0.02    0.00     1.938     1.931 
 4460  20170304  20449.144   S1  1.9716  1.9311     1  1.9711  1.9316    0.00    0.00     1.972     1.931 
 4461  20170305   22143.26   S1  1.9685   1.925     1  1.9737  1.9312    0.00    0.00     1.968     1.925 
 4463  20170308  19089.554   S1  1.9347  1.9277     1  1.9758  1.9393    0.02    0.01     1.935     1.928 
 4467  20170317  57564.614   S1  1.9381  1.9311     1  1.9806  1.9436    0.02    0.01     1.938     1.931 
 4469  20170325  78600.695   S1   1.965  1.9225     1  1.9246  1.9176    0.02    0.00     1.965     1.923 
 4479  20170405  67181.254   S1  1.9761  1.9376     1  1.9805    1.95    0.00    0.01     1.976     1.938 
 4480  20170409   9741.024   S1  1.9426  1.9356     1  1.9753  1.9283    0.02    0.00     1.943     1.936 
 4483  20170413  52605.529   S1  1.9691  1.9321     1  1.9614  1.9219    0.00    0.01     1.969     1.932 
 4484  20170416  50400.591   S1   1.986  1.9405     1  1.9788  1.9328    0.00    0.00     1.986     1.940 
 4488  20170424  36769.094   S1  1.9334  1.9324     1  1.9913  1.9508    0.03    0.01     1.933     1.932 
 4491  20170504  65171.073   S1  1.9753  1.9463     1  1.9712  1.9452    0.00    0.00     1.975     1.946 
 4492  20170510  18750.788   S1  1.9444  1.9374     1  1.9812  1.9452    0.02    0.00     1.944     1.937 
 4494  20170514  15522.056   S1  1.9482  1.9412     1  1.9851  1.9476    0.02    0.00     1.948     1.941 
 4495  20170514    39358.5   S1  1.9424  1.9389     1   1.983  1.9385    0.02    0.00     1.942     1.939 
 4497  20170522  84124.494   S1  1.9667  1.9447     1  1.9768  1.9243    0.01    0.01     1.967     1.945 
 4498  20170524  38438.475   S1  1.9681  1.9396     1  1.9662  1.9592    0.00    0.01     1.968     1.940 
 4499  20170527  41466.714   S1  1.9493  1.9423     1  1.9283  1.9298    0.01    0.01     1.949     1.942 
 4500  20170529  25541.567   S1    1.95   1.943     1  1.9903  1.9493    0.02    0.00     1.950     1.943 
 4504  20170607  81725.036   S1  1.9556  1.9486     1  1.9565  1.9495    0.00    0.00     1.956     1.949 
 4507  20170616  57991.385   S1   1.962   1.955     1  1.9894  1.9469    0.01    0.00     1.962     1.955 
 4512  20170702  70030.044   S1  1.9705   1.964     1  1.9805  1.9535    0.01    0.01     1.970     1.964 
 4522  20170726  13594.734   S1  1.9975   1.981     1  2.0045   1.978    0.00    0.00     1.998     1.981 
 4525  20170802    55108.1   S1  1.9995   1.985     1  1.9849  1.9619    0.01    0.01     2.000     1.985 
 4526  20170803  18437.503   S1   1.994   1.974     1  2.0074  1.9819    0.01    0.00     1.994     1.974 
 4527  20170803  63022.759   S1  2.0009  1.9809     1  1.9912  1.9632    0.00    0.01     2.001     1.981 
 4538  20170825  26526.219   S1  2.0041  1.9821     1  2.0084  1.9844    0.00    0.00     2.004     1.982 
 4541  20170826  70742.555   S1  1.9986  1.9791     1  2.0207  1.9987    0.01    0.01     1.999     1.979 
 4542  20170827  70686.844   S1  2.0031  1.9741     1  1.9821  1.9601    0.01    0.01     2.003     1.974 
 4547  20170901  43198.695   S1  1.9964  1.9719     1   2.027   1.981    0.02    0.00     1.996     1.972 
 4548  20170904   35162.28   S1  1.9986  1.9766     1  2.0478  1.9993    0.02    0.01     1.999     1.977 
 4552  20170906   2607.999   S1  1.6855   1.665     2  1.8053  1.7833    0.07    0.07     1.999     1.977 
 4563  20170909  61652.546   S1  2.0202  1.9977     1  2.0378  2.0128    0.01    0.01     2.020     1.998 
 4564  20170915  13889.537   S1  2.0507  2.0437     1  2.0634  2.0639    0.01    0.01     2.051     2.044 
 4567  20171004  58039.245   S1  2.1145  2.0645     1  2.0415  2.0345    0.03    0.01     2.115     2.064 
 4568  20171010  68460.142   S1      --      --     1  2.1198  2.0823      --      --     2.120     2.082 
 4569  20171011    3931.43   S1  2.1066  2.0591     1  2.1077  2.0512    0.00    0.00     2.107     2.059 
 4579  20171112  75019.162   S1  2.0802  2.0252     1  2.0855  2.0255    0.00    0.00     2.080     2.025 
 4580  20171117  44499.688   S1  2.0482  2.0207     1  2.0491  2.0121    0.00    0.00     2.048     2.021 
 4581  20171119  85705.835   S1  2.0538  2.0203     1  2.0559  2.0059    0.00    0.01     2.054     2.020 
 4582  20171120   35217.17   S1  2.0537  2.0172     1  2.0668  2.0208    0.01    0.00     2.054     2.017 
 4588  20171202  66819.849   S1      --      --     1  2.0498  2.0198      --      --     2.050     2.020 
 4593  20171223  70697.291   S1  2.0161  2.0091     1  2.0438  2.0063    0.01    0.00     2.016     2.009 
 4597  20171230  82538.007   S1  2.0467  2.0087     1  2.0235  1.9945    0.01    0.01     2.047     2.009 
 4598  20180103   4122.424   S1  2.0328  1.9968     1  2.0397  2.0037    0.00    0.00     2.033     1.997 
 4603  20180113  36129.524   S1  2.0338  1.9968     1  1.9913  1.9843    0.02    0.01     2.034     1.997 
 4604  20180119  72289.782   S1  2.0303  1.9928     1  2.0506  1.9971    0.01    0.00     2.030     1.993 
 4606  20180125  76951.582   S1  2.0253  1.9933     1  2.0297  2.0002    0.00    0.00     2.025     1.993 
 4608  20180128  21805.899   S1   2.024  1.9955     1  2.0219  1.9849    0.00    0.01     2.024     1.996 
 4610  20180202  18269.101   S1  2.0349  1.9974     1  2.0797  2.0182    0.02    0.01     2.035     1.997 
 4613  20180210  62945.818   S1  2.0229  1.9894     1  2.0154  1.9804    0.00    0.00     2.023     1.989 
 4614  20180210  85598.351   S1  2.0283  1.9913     1  2.0244  1.9814    0.00    0.00     2.028     1.991 
 4618  20180222  76999.558   S1  2.0254  1.9904     1  2.0211  1.9836    0.00    0.00     2.025     1.990 
 4622  20180314   2601.957   S1  2.0222  1.9907     1   2.032   2.001    0.00    0.01     2.022     1.991 
 4631  20180404   7898.049   S1  2.0184  1.9949     1  2.0228  1.9923    0.00    0.00     2.018     1.995 
 4632  20180404  78131.929   S1   2.005   1.978     1   2.027   1.985    0.01    0.00     2.005     1.978 
 4636  20180416   29369.07   S1  2.0157  1.9952     1  2.0265  2.0045    0.01    0.00     2.016     1.995 
 4638  20180417    7881.38   S1   2.025   1.999     1      --      --      --      --     2.025     1.999 
 4643  20180505   46645.86   S1   2.018  1.9955     1  1.9792  1.9637    0.02    0.02     2.018     1.996 
 4644  20180510  69881.488   S1  2.0241  2.0126     1  2.0081  1.9911    0.01    0.01     2.024     2.013 
 4648  20180526  39816.006   S1  2.0242  2.0172     1  2.0083  2.0013    0.01    0.01     2.024     2.017 
 4649  20180529  30554.458   S1  2.0208  2.0138     1  2.0405   2.018    0.01    0.00     2.021     2.014 
 4650  20180530  41551.122   S1  2.0165  1.9995     1  2.0385  2.0165    0.01    0.01     2.017     2.000 
 4651  20180603  20386.848   S1  2.0307  2.0237     1  2.0235  2.0075    0.00    0.01     2.031     2.024 
 4652  20180603  58986.833   S1  2.0269  2.0144     1  2.0397  2.0122    0.01    0.00     2.027     2.014 
 4653  20180605  39564.128   S1  2.0234  2.0094     1  2.0168  2.0043    0.00    0.00     2.023     2.009 
 4654  20180611  12541.046   S1  2.0131  2.0061     1  2.0421  2.0201    0.01    0.01     2.013     2.006 
 4655  20180612  67807.247   S1  2.0192  2.0122     1  2.0294  2.0224    0.01    0.01     2.019     2.012 
 4661  20180620  57039.332   S1  2.0229  2.0159     1  2.0486  2.0286    0.01    0.01     2.023     2.016 
 4662  20180623  60141.775   S1  2.0354  2.0284     1  2.0219  2.0149    0.01    0.01     2.035     2.028 
 4666  20180703  75705.256   S1  2.0327  2.0257     1  2.0097  1.9927    0.01    0.02     2.033     2.026 
 4667  20180703  82008.633   S1  2.0363  2.0293     1  2.0261  2.0091    0.01    0.01     2.036     2.029 
 4669  20180704  45388.834   S1  2.0296  2.0226     1  2.0438  2.0153    0.01    0.00     2.030     2.023 
 4670  20180709   8530.094   S1  2.0299  2.0229     1      --      --      --      --     2.030     2.023 
 4673  20180716  70040.845   S1  2.0275  2.0205     1  2.0411  2.0161    0.01    0.00     2.027     2.021 
 4674  20180718  65907.364   S1  2.0376  2.0306     1  2.0422  2.0242    0.00    0.00     2.038     2.031 
 4675  20180720   18357.61   S1  2.0327  2.0257     1  2.0328  2.0258    0.00    0.00     2.033     2.026 
 4679  20180723  65391.074   S1  2.0297  2.0227     1  2.0365  2.0175    0.00    0.00     2.030     2.023 
 4680  20180724  69757.458   S1  2.0178  2.0063     1  2.0385  2.0215    0.01    0.01     2.018     2.006 
 4682  20180728  62954.093   S1   1.025  2.0182     2  2.0561  2.0336    1.01    0.01     2.0561    2.0336 
 4692  20180804   47868.82   S1  2.0356  2.0286     1  2.0832  2.0347    0.02    0.00     2.036     2.029 
 4693  20180804  80438.449   S1  2.0339  2.0269     1  2.0662  2.0432    0.02    0.01     2.034     2.027 
 4697  20180813  10849.971   S1   2.023   2.016     1  2.0304  2.0234    0.00    0.00     2.023     2.016 
 4699  20180820  44900.393   S1   2.045   2.038     1  2.0569  2.0499    0.01    0.01     2.045     2.038 
 4700  20180822  48514.473   S1  2.0498  2.0428     1  2.0325   2.033    0.01    0.00     2.050     2.043 
 4702  20180826   4829.846   S1  2.0504  2.0434     1  2.0575   2.044    0.00    0.00     2.050     2.043 
 4704  20180906  65547.921   S1  2.0285  2.0215     1  2.0516  2.0311    0.01    0.00     2.029     2.022 
 4706  20180912  23655.673   S1  2.0422  2.0352     1  2.0436  2.0211    0.00    0.01     2.042     2.035 
 4708  20180914  45119.268   S1  2.0588  2.0308     1   2.035   2.028    0.01    0.00     2.059     2.031 
 4710  20180925  52650.967   S1  2.0383  2.0313     1  2.0506  2.0451    0.01    0.01     2.038     2.031 
 4711  20180930  67723.579   S1  2.0838  2.0328     1  2.0638  2.0218    0.01    0.01     2.084     2.033 
 4713  20181008  75872.468   S1      --      --     1  2.0612  2.0252      --      --     2.061     2.025 
 4714  20181011  12979.559   S1  2.0593  2.0278     1  2.0355   2.007    0.01    0.01     2.059     2.028 
 4717  20181020  68437.284   S1  2.0822  2.0447     1  2.0764  2.0189    0.00    0.01     2.082     2.045 
 4718  20181026  46623.204   S1  2.0478  2.0153     1  2.0702  2.0272    0.01    0.01     2.048     2.015 
 4719  20181028  50984.309   S1  2.0882  2.0322     1  2.0672  2.0142    0.01    0.01     2.088     2.032 
 4720  20181107  41725.894   S1  2.0615  2.0185     1  2.0694  2.0249    0.00    0.00     2.062     2.018 
 4722  20181116  41869.508   S1  2.0745   2.025     1  2.0861  2.0261    0.01    0.00     2.075     2.025 
 4725  20181120  22883.868   S1  2.0664  2.0204     1  2.0662  2.0292    0.00    0.00     2.066     2.020 
 4726  20181121  74619.153   S1  2.0834  2.0254     1  2.0862  2.0452    0.00    0.01     2.083     2.025 
 4729  20181203  67596.188   S1  2.0697  2.0137     1   2.131   2.039    0.03    0.01     2.070     2.014 
 4731  20181215   9520.962   S1  2.0771  2.0231     1  2.0902  2.0367    0.01    0.01     2.077     2.023 
 4732  20181222  24090.989   S1  2.0473  2.0018     1  2.0768  2.0318    0.01    0.01     2.047     2.002 
 4734  20181227  22619.317   S1  2.0717  2.0092     1  2.0647  2.0357    0.00    0.01     2.072     2.009 
 4736  20181231   5088.629   S1  2.0806  2.0291     1  2.0942  2.0557    0.01    0.01     2.081     2.029 
 4742  20190110  62689.767   S1  2.0675   2.018     1  2.0629  2.0109    0.00    0.00     2.067     2.018 
 4743  20190114  75422.341   S1  2.0687  2.0182     1  2.0431  2.0076    0.01    0.01     2.069     2.018 
 4745  20190117  52611.684   S1  2.0649  2.0159     1  2.0295   1.986    0.02    0.01     2.065     2.016 
 4750  20190129  44134.335   S1  2.0555  2.0185     1  2.0777  2.0142    0.01    0.00     2.055     2.018 
 4751  20190201  65808.893   S1  2.0498  2.0088     1  2.0404  2.0334    0.00    0.01     2.050     2.009 
 4752  20190202   5974.824   S1  2.0431  2.0101     1  2.0406  1.9946    0.00    0.01     2.043     2.010 
 4755  20190206  13763.926   S1  2.0605   2.016     1  2.0515   1.998    0.00    0.01     2.061     2.016 
