ID                      S1G1nom         S1G2nom         S1G3nom         S2G1nom         S2G2nom         S2G3nom         S1BG1nom        S1BG2nom        S1BG3nom        S2BG1nom        S2BG2nom        S2BG3nom        dS1             dS2             dBS1            dBS2           
3129                     67.118         168.330         112.896          64.828         199.302         146.073        1294.569         569.291         230.275        1496.487         597.943         219.624          -0.029          -0.019          -0.233          -0.263
3138                     17.988          85.030         150.324         353.181        1227.486        1826.205        1293.105         564.170         226.396        1483.914         591.723         216.898           0.079           0.065          -0.230          -0.258
3142                     15.309          72.563          65.872         276.560         522.538         258.268        1301.824         567.829         227.805        1491.004         595.448         218.595          -0.003          -0.053          -0.228          -0.256
3144                    225.884         471.473         344.484           4.185          42.212          64.883        1449.507         642.020         261.576        1700.113         683.008         252.246          -0.054           0.016          -0.313          -0.349
3145                     22.541          68.665           5.517          82.451         146.327          35.735        1297.281         574.206         233.787        1508.508         603.352         221.835          -0.027          -0.067          -0.231          -0.263
3149                    378.463         712.784         287.351          11.749          88.688          92.431        1456.982         640.224         258.768        1707.668         681.278         249.847          -0.092          -0.003          -0.315          -0.350
3151                     13.969          36.605          28.603          68.713         136.249          67.668        1291.350         569.063         230.667        1485.049         594.563         218.824          -0.018          -0.050          -0.229          -0.257
3153                    141.388         178.800          95.726           1.809           8.386          15.162        1465.037         647.534         263.264        1730.646         692.722         254.888          -0.127           0.099          -0.316          -0.353
3156                     13.019          21.707          11.590         174.925         197.280          46.000        1285.175         571.005         233.371        1518.311         612.020         226.793          -0.060          -0.112          -0.226          -0.257
3157                    332.465         618.411         358.569          14.039         101.458         150.296        1449.510         643.023         262.395        1703.878         684.017         252.431          -0.080           0.022          -0.313          -0.349
3160                     84.506         201.587          76.629         233.184         444.035         163.099        1305.858         574.839         232.757        1498.690         599.013         220.087          -0.043          -0.058          -0.228          -0.258
3163                     84.506         201.587          76.629         233.184         444.035         163.099        1305.858         574.839         232.757        1498.690         599.013         220.087          -0.947          -0.944          -0.232          -0.260
3166                     14.082          27.042          12.538         319.041         327.075          42.388        1300.337         570.472         230.202        1493.067         595.624         218.420          -0.055          -0.121          -0.230          -0.260
3168                     91.890         314.095          90.929         868.248        1364.038         292.153        1291.765         571.716         232.753        1495.515         597.455         219.408          -0.027          -0.077          -0.229          -0.261
3174                    188.953         895.115        1567.727           5.175          61.575         168.491        1467.800         647.846         263.020        1696.743         679.651         250.263           0.085           0.097          -0.318          -0.354
3190                      6.141          23.779          18.405        1057.051         764.805         172.752        1273.680         573.590         237.632        1489.881         597.848         220.535          -0.012          -0.178          -0.228          -0.263
3191                     -0.000          -0.225          -6.327         128.654         990.584         872.450        1288.279         572.544         234.066        1509.729         598.536         218.118          -0.570          -0.002          -0.231          -0.266
3193                    434.240         405.609         124.417          15.188          65.593          58.449        1445.892         640.174         260.723        1699.160         674.861         246.382          -0.200          -0.015          -0.317          -0.356
3195                      3.477          14.609          13.631         214.388         277.339          96.851        1306.319         576.923         234.369        1490.413         596.169         219.214          -0.002          -0.097          -0.234          -0.265
3197                    149.115         466.815         423.604          39.634          76.397          65.176        1451.331         647.066         265.380        1718.965         685.009         250.929          -0.020          -0.040          -0.318          -0.359
3198                      0.115           1.838           1.329          72.166          62.492          12.666        1282.506         571.668         234.404        1487.171         595.370         219.105          -0.002          -0.151          -0.230          -0.264
3201                     96.131         122.644          26.735         158.854         231.866          48.632        1290.116         577.123         237.494        1496.249         600.518         221.562          -0.102          -0.087          -0.232          -0.267
3202                     94.945         137.106          88.231           5.184          23.852          34.667        1461.506         651.594         267.234        1706.048         683.663         251.846          -0.098           0.040          -0.320          -0.359
3210                     29.973          80.588          55.461          11.964          46.230          47.009        1448.888         646.583         265.432        1719.067         686.303         251.866          -0.047          -0.007          -0.319          -0.360
3211                      7.026          16.048           0.018         705.495         724.901         188.972        1294.150         576.513         236.248        1508.919         601.696         220.554          -0.128          -0.129          -0.233          -0.268
3214                      5.656          28.054          18.906         116.182         145.556          39.990        1299.271         579.440         237.714        1542.176         609.986         221.773          -0.012          -0.105          -0.235          -0.271
3218                     99.257         185.842          53.088           4.452          31.786           0.268        1457.975         648.369         265.232        1736.377         688.942         251.266          -0.102          -0.072          -0.321          -0.363
3219                      2.547          10.897           9.536         128.639         113.489          32.255        1279.659         571.122         234.478        1525.599         604.455         220.138          -0.006          -0.150          -0.235          -0.271
3228                    641.334        1003.698         447.576           5.473          67.879         114.578        1477.516         655.689         267.664        1715.309         688.692         254.189          -0.115           0.018          -0.322          -0.360
3230                     93.903         328.631         272.639          16.466          59.596          71.024        1511.765         657.178         262.757        1722.993         686.369         251.337          -0.025           0.014          -0.327          -0.362
3231                     55.679          90.607          30.539           5.152          31.021          25.316        1451.034         647.026         265.401        1732.216         689.098         251.988          -0.118          -0.014          -0.321          -0.364
3232                      3.468          22.153          20.924         348.582         430.630         170.758        1290.703         573.633         234.515        1499.459         597.492         218.854          -0.001          -0.099          -0.232          -0.266
3234                    273.200         284.208          47.828         263.033         408.382          98.473        1278.955         574.528         237.423        1502.612         601.649         221.452          -0.128          -0.082          -0.233          -0.269
3237                      0.000           1.364           9.831          91.682          83.678          28.293        1279.917         576.591         238.955        1503.320         605.023         223.845          -0.631          -0.143          -0.233          -0.269
3246                    278.405         706.638         590.001           8.957          43.578          68.878        1474.303         655.586         268.165        1773.277         704.793         257.492          -0.035           0.055          -0.322          -0.363
3248                     97.596         120.144          18.364          72.140         122.844          35.045        1319.440         582.991         236.946        1531.872         612.838         225.376          -0.107          -0.074          -0.240          -0.272
3251                   1288.896         598.362          91.155          37.623          91.851          50.419        1475.498         650.861         264.088        1758.690         700.423         256.422          -0.353          -0.063          -0.321          -0.359
3253                   1288.896         598.362          91.155          37.623          91.851          50.419        1475.498         650.861         264.088        1758.690         700.423         256.422          -0.999           1.081          -0.304          -0.352
3259                    117.111         124.821          36.847           0.000           0.369          17.667        1478.720         658.353         269.628        1754.656         703.114         259.002          -0.181          -0.181          -0.319          -0.359
3261                      0.000           4.945          67.326         124.878         243.245         160.632        1343.629         589.142         237.606        1535.596         616.573         227.584          -0.030          -0.042          -0.238          -0.268
3265                    198.764         393.143         210.029          14.341          88.139         106.030        1452.125         654.010         270.973        1733.460         699.799         259.716          -0.082           0.006          -0.316          -0.357
3269                    171.299         909.503         918.139           0.000           1.563          69.662        1460.314         648.151         264.625        1738.952         694.600         255.044          -0.006          -0.085          -0.321          -0.360
3286                     39.780         136.483          23.167           0.000           1.859          63.702        1486.933         646.027         258.155        1730.798         685.381         249.473          -0.047          -0.027          -0.330          -0.365
3294                     25.699         111.302          89.708          58.629         204.240         164.106        1293.577         559.794         222.805        1519.092         593.744         213.294          -0.009          -0.013          -0.244          -0.276
3297                     42.613          93.644          82.529          36.165          97.985          96.332        1446.795         623.689         247.275        1714.529         669.828         240.517          -0.032          -0.012          -0.329          -0.366
3305                     88.837          72.408          18.630         115.925         228.912          31.153        1275.975         551.755         219.437        1484.156         579.094         207.672          -0.157          -0.055          -0.235          -0.267
3307                      0.000           3.674          41.569         351.505         388.703         142.574        1286.454         559.934         224.159        1491.940         588.603         213.446          -0.090          -0.114          -0.237          -0.269
3310                     49.583          85.294          58.626           0.417           6.354          17.649        1507.699         638.208         248.434        1728.414         672.691         240.621          -0.078           0.073          -0.340          -0.373
3312                    380.901         228.175          48.961          12.720          41.863          18.225        1461.856         631.022         250.518        1740.341         675.058         240.651          -0.305          -0.049          -0.336          -0.376
3317                    200.223         860.458         688.620           0.737           4.982           0.030        1461.075         630.522         250.255        1730.863         669.571         238.047          -0.022          -0.164          -0.332          -0.373
3320                    158.343         210.445          67.786           0.039           9.591          32.387        1517.757         637.707         246.389        1772.705         674.805         236.047          -0.148           0.003          -0.342          -0.379
3328                      6.350          20.333          22.006         172.094         251.342         118.411        1289.364         552.956         218.094        1477.793         572.419         203.775           0.012          -0.079          -0.244          -0.277
3329                    110.675         206.595          97.478           6.101          36.630          42.234        1463.651         630.601         249.874        1699.790         663.486         238.028          -0.096           0.002          -0.337          -0.375
3336                     13.300          55.411           1.362           4.942          16.982           5.819        1486.632         629.382         245.035        1704.103         655.659         231.832          -0.026          -0.048          -0.339          -0.375
3338                     27.495          41.843          18.664         345.794         603.142         106.208        1304.356         553.089         215.675        1478.246         569.944         201.947          -0.076          -0.069          -0.244          -0.275
3342                     94.773         158.939          76.201          86.275         165.767          93.746        1303.055         550.266         213.687        1503.973         574.525         201.682          -0.068          -0.052          -0.249          -0.282
3345                    169.883         220.176          58.545         264.495         420.614         145.880        1321.362         553.141         212.922        1510.182         574.560         200.871          -0.101          -0.078          -0.249          -0.281
3346                      5.874          10.114           0.057          99.827          81.907          19.352        1264.364         547.338         217.922        1477.802         571.921         203.418          -0.038          -0.160          -0.239          -0.274
3353                     36.310          53.208          16.132          30.448          61.889          19.441        1453.155         622.183         244.995        1730.987         663.598         233.785          -0.137          -0.095          -0.341          -0.381
3357                     22.528          12.760           6.654          56.849          97.772          66.066        1281.337         550.506         217.522        1474.458         572.937         204.610          -0.149          -0.047          -0.245          -0.278
3361                    211.172         314.127         182.149          45.186         146.443         144.683        1497.356         630.364         244.030        1741.145         667.015         234.821          -0.108          -0.012          -0.342          -0.378
3364                    296.640         251.628          59.170           8.605          28.330          19.806        1468.657         622.089         242.320        1721.813         660.536         232.868          -0.232          -0.038          -0.342          -0.379
3369                      0.000           0.731          18.211         280.397         271.906          56.444        1273.611         541.964         212.090        1474.596         568.036         201.092          -0.275          -0.137          -0.245          -0.277
3370                     34.235          42.528          17.454           5.223           7.618           4.343        1445.304         616.214         241.616        1688.726         653.012         232.067          -0.149          -0.109          -0.334          -0.370
3374                    147.634         438.274         598.953          21.046          28.347          35.053        1454.780         618.483         241.809        1713.100         659.890         233.603           0.059           0.138          -0.342          -0.379
3379                      0.000           3.114           2.749          73.277         102.171          38.302        1290.425         543.758         210.702        1473.319         570.038         202.695          -1.335          -0.091          -0.251          -0.280
3384                    187.263         906.088         854.981           0.000           3.069         185.815        1465.108         611.916         235.006        1681.003         646.637         228.594          -0.011          -0.056          -0.339          -0.370
3391                      5.674          13.074           8.213          69.423          89.416          28.650        1274.701         542.077         211.996        1464.201         568.009         202.512          -0.037          -0.100          -0.245          -0.275
3402                     11.764          19.332           2.675         178.997         123.357          29.096        1303.559         550.888         214.088        1463.999         572.340         205.652          -0.074          -0.189          -0.247          -0.274
3430                     14.224          11.333           7.232          29.395          49.588          27.496        1283.330         534.915         205.017        1465.528         561.497         197.697          -0.108          -0.059          -0.247          -0.275
3432                      4.255           5.149           3.490          95.380          66.547          28.666        1282.154         534.250         204.695        1469.700         562.201         197.628          -0.066          -0.166          -0.246          -0.274
3436                    804.326         216.706          28.071           8.031          22.526          13.018        1479.457         606.758         228.792        1740.943         653.164         225.159          -0.486          -0.054          -0.352          -0.386
3440                      6.851          43.258          18.409         854.979        1144.085         228.387        1276.716         527.808         200.628        1481.923         559.075         193.804          -0.010          -0.094          -0.248          -0.277
3442                     25.868          88.678          47.657         561.837         767.855         214.260        1284.067         522.775         195.674        1465.493         554.100         192.508          -0.023          -0.090          -0.245          -0.271
3462                      3.753          14.787           8.643         290.980         292.172          71.187        1289.494         542.743         210.066        1509.642         577.643         203.114          -0.019          -0.132          -0.248          -0.278
3469                      7.372          53.829          31.273         325.009         418.948         116.664        1270.506         511.897         189.604        1499.556         551.113         186.070          -0.007          -0.100          -0.257          -0.287
3472                     29.362          62.629          61.180         284.426        1261.141        1587.197        1256.616         519.470         197.449        1472.299         553.369         191.104           0.003           0.023          -0.246          -0.277
3477                      0.000           2.263          21.406         192.132         259.200          96.002        1259.037         525.440         201.636        1476.326         559.356         194.741          -0.112          -0.089          -0.241          -0.272
3478                     86.832         121.466          45.402           3.177          31.263          34.808        1445.061         604.111         232.228        1709.724         651.894         228.408          -0.135          -0.001          -0.340          -0.375
3480                   1776.678        1712.402         353.652          61.129         275.793         139.655        1476.873         603.357         226.624        1777.069         657.360         223.399          -0.213          -0.032          -0.359          -0.396
3484                    245.117         363.493         214.887          11.489          82.676         128.228        1469.547         600.639         225.707        1753.199         650.463         221.720          -0.108           0.027          -0.354          -0.390
3487                    220.928         502.019         227.095          84.998         246.879         175.071        1479.818         601.341         224.656        1755.907         650.466         221.377          -0.078          -0.044          -0.358          -0.392
3489                      9.068          63.060          95.455         183.347         492.676         542.937        1308.189         565.661         224.958        1507.009         599.753         219.407           0.028           0.019          -0.239          -0.266
3493                     67.096         143.098         115.007           0.000           1.215          89.055        1486.689         608.346         228.868        1756.047         656.362         225.407          -0.050          -0.068          -0.361          -0.395
3502                    255.461         260.555         112.684           0.063           8.689          41.047        1435.210         595.345         227.073        1700.125         638.041         220.012          -0.176           0.021          -0.342          -0.379
3509                      0.000           0.428           7.106          29.051          41.102          18.680        1262.587         525.125         200.824        1448.150         549.421         191.542          -0.071          -0.084          -0.254          -0.284
3514                   2149.575        1697.468         596.790          63.235         237.039         239.662        1469.776         594.251         220.881        1696.067         632.470         216.693          -0.238          -0.009          -0.358          -0.390
3535                    183.791          93.428          22.140           0.405           6.088          10.619        1449.912         588.686         219.739        1743.512         640.646         216.256          -0.338           0.015          -0.354          -0.390
3549                      5.216          22.025          11.231          86.976         136.576          54.635        1273.863         515.083         191.471        1474.912         545.536         185.379          -0.019          -0.077          -0.259          -0.288
3554                    298.887         590.198         588.527           0.000           1.156          92.391        1448.340         596.012         225.508        1694.865         638.570         221.068          -0.009          -0.049          -0.350          -0.384
3570                    137.963         103.903          12.154         107.645         156.449          13.302        1269.080         524.042         198.965        1493.944         564.631         196.087          -0.170          -0.080          -0.251          -0.280
3572                      6.722          36.319          23.465         360.822         340.638         129.869        1269.687         518.367         194.570        1494.017         559.061         192.213          -0.011          -0.132          -0.253          -0.281
3575                    220.886         240.713          79.248          13.566          58.816          44.143        1468.747         605.394         229.433        1734.363         656.046         228.026          -0.181          -0.025          -0.351          -0.384
3586                    130.603         110.111          23.551          48.669          73.242          20.973        1473.799         601.614         225.785        1730.553         645.527         221.235          -0.243          -0.139          -0.362          -0.398
3605                      2.986          13.292          10.098          98.023         145.545          69.300        1334.299         580.764         232.500        1561.528         625.429         230.276          -0.015          -0.094          -0.272          -0.304
3615                      1.083          24.046          25.874         105.137         169.399          81.596        1350.953         534.853         194.641        1560.629         566.996         189.224           0.000          -0.081          -0.292          -0.323
3618                      0.000           4.193          60.625          58.414         334.162         346.285        1306.794         591.150         246.014        1537.843         631.490         238.416          -0.271           0.001          -0.256          -0.291
3639                     45.051          71.159          34.900          40.425         100.939          62.018        1290.396         514.329         188.445        1499.562         546.386         182.878          -0.079          -0.039          -0.281          -0.313
3645                    149.031         194.336          75.730          23.530          61.124          44.978        1505.850         597.922         218.233        1782.215         644.349         213.984          -0.157          -0.051          -0.376          -0.413
3664                    170.734         204.270         129.757           0.000           0.116          22.768        1498.864         632.222         245.227        1743.769         675.826         240.723          -0.131          -0.175          -0.358          -0.393
3666                      1.006           1.492           1.937          33.020          24.029           6.254        1342.503         517.210         183.120        1539.304         551.543         181.510           0.114          -0.200          -0.295          -0.322
3669                    787.133         339.688          47.684           0.000           0.008           4.480        1610.127        1120.707         718.430        1744.460        1176.409         730.664          -0.393          -1.401          -0.176          -0.191
3672                    111.512         172.998           8.651         341.933         531.786          95.731        1378.020         611.569         249.667        1540.893         649.070         251.420          -0.080          -0.093          -0.259          -0.281
3677                    225.460         659.409         922.745          15.099          25.115          27.885        1495.575         587.813         212.350        1746.912         634.864         211.937           0.068           0.034          -0.380          -0.411
3680                   1249.106        3680.159        4187.130           0.524          15.715          65.699        1473.708         578.608         208.803        1774.346         627.173         203.587           0.008           0.093          -0.382          -0.421
3688                     83.363         394.467         527.895          21.668          16.849          10.384        1477.831         573.425         204.489        1753.995         621.358         202.153           0.022          -0.180          -0.379          -0.414
3691                      0.000           0.354          10.768          89.114         103.219          36.639        1336.070         515.402         182.720        1514.586         543.495         179.130          -0.872          -0.124          -0.294          -0.321
3693                    497.576         707.599         210.978          14.598         100.803          92.981        1509.688         587.438         210.081        1781.206         634.839         207.806          -0.151          -0.010          -0.385          -0.419
3717                      9.870          18.640           4.505          45.267          81.635          23.668        1321.554         503.848         176.521        1498.058         537.012         176.810          -0.070          -0.074          -0.290          -0.314
3721                    175.881         470.055         438.620           7.061          14.251          26.275        1527.832         571.751         196.588        1716.279         610.784         199.631          -0.023           0.498          -0.383          -0.406
3722                      0.000           0.554           0.550         428.870         294.775          24.974        1308.605         494.159         171.465        1480.496         526.513         171.968          -2.904          -0.194          -0.288          -0.312
3725                    123.620         178.839          78.642          29.762          79.805          62.207        1475.621         580.878         210.176        1758.061         635.542         211.034          -0.136          -0.044          -0.378          -0.411
3742                    354.790         260.159          71.714          43.823          74.080          45.839        1451.436         576.825         210.721        1717.974         628.970         211.537          -0.261          -0.092          -0.365          -0.397
3743                    128.277         147.877          16.654          85.849         159.290          34.248        1246.724         494.532         180.314        1457.981         533.376         179.249          -0.110          -0.065          -0.261          -0.288
3748                     -7.740          -1.174          -0.000          41.969          35.591          13.784        1270.073         507.454         186.380        1474.743         546.395         185.987          -0.604          -0.147          -0.259          -0.285
3752                      0.000           1.589          19.300          34.236          64.580          42.720        1252.489         499.739         183.292        1451.474         536.004         181.845          -0.067          -0.043          -0.260          -0.287
3753                     38.998          67.299          23.051         118.161         145.641          46.465        1273.382         539.808         210.439        1466.662         578.713         209.890          -0.072          -0.106          -0.249          -0.275
3754                     20.678          39.745          31.957         124.857         491.264         506.812        1271.281         539.835         210.810        1466.525         579.001         210.119          -0.025           0.005          -0.245          -0.271
3755                    368.413         686.529         544.482           6.266          51.007         123.502        1459.155         598.608         225.786        1710.546         650.105         227.042          -0.057           0.115          -0.356          -0.387
3757                    262.211         659.908         347.201           0.220         116.969         408.261        1471.337         565.565         199.785        1762.312         625.157         203.668          -0.068           0.001          -0.381          -0.412
3758                    620.755         119.465          15.327           3.608           4.472           2.978        1467.857         561.403         197.315        1736.617         617.815         201.861          -0.561          -0.112          -0.376          -0.405
3761                    218.034         435.064         216.203           4.678          36.529          59.399        1490.702         579.817         207.271        1755.495         633.965         210.293          -0.091           0.030          -0.377          -0.406
3767                    227.700         470.299         229.031           0.754          23.215          56.793        1506.260         583.078         207.437        1723.608         626.102         208.914          -0.086           0.019          -0.373          -0.399
3784                    392.482         309.322          75.175           0.000           0.241          21.462        1412.599         626.823         255.856        1673.086         686.289         258.826          -0.246          -0.243          -0.325          -0.358
3785                    145.113         573.365         532.528        1215.892        2423.542        1576.232        1247.939         491.971         178.270        1445.718         526.896         176.398          -0.003          -0.041          -0.260          -0.287
3790                      6.433          25.941          17.227         194.454         300.563         119.367        1269.396         502.063         182.524        1475.259         538.655         180.670          -0.016          -0.078          -0.263          -0.290
3792                     46.736         163.987         205.427         236.147        1008.263        1491.706        1252.463         492.580         178.063        1463.976         528.437         175.205           0.031           0.050          -0.266          -0.294
3793                    199.169         263.542         133.105          26.572          94.482          95.261        1482.692         581.575         209.670        1759.465         634.483         210.159          -0.139          -0.011          -0.376          -0.409
3794                     80.730         224.106         221.398         153.044         534.268         644.290        1482.531         579.354         208.088        1754.775         633.342         209.965          -0.015           0.016          -0.377          -0.408
3800                    279.758        1306.187        1084.597           2.752          26.010          60.890        1537.009        1127.149         761.258        1658.577        1150.582         735.124          -0.020           0.084          -0.152          -0.179
3801                      0.000           0.672          37.181         349.532         525.238         275.845        5745.816        3091.248        1488.670        5526.852        3541.865        1767.975          -0.610          -0.090          -0.232          -0.200
3802                      7.210          34.218           4.122         341.266         397.398          94.464        1576.822         666.306         258.918        1756.912         732.968         277.667          -0.014          -0.113          -0.251          -0.259
3805                    101.856         200.587         147.032          61.010         158.237         151.345        1317.414         532.260         197.694        1534.374         573.551         196.983          -0.040          -0.004          -0.281          -0.309
3804                      1.697           7.709           0.017         116.032          80.852          14.136        1336.700         523.360         188.338        1547.963         559.932         186.042          -0.157          -0.212          -0.295          -0.323
3807                     25.241         116.741         131.029        1706.665        6079.526        5933.089        1303.510         489.753         169.072        1487.582         521.228         167.709           0.009          -0.001          -0.291          -0.317
3808                    406.172         188.678          35.210          35.289          25.143           8.164        1483.049         564.025         197.114        1745.217         611.382         196.679          -0.375          -0.269          -0.386          -0.418
3810                    217.550         319.045         179.992         102.680         227.112         170.999        1513.709         571.446         198.225        1762.446         617.181         198.467          -0.120          -0.058          -0.392          -0.421
3812                     66.067          89.278          46.491           2.511           8.350          10.543        1469.839         559.340         195.595        1755.745         612.169         195.995          -0.134           0.027          -0.386          -0.419
3813                    510.123         281.464          53.882          19.278          44.529          31.681        1499.039         565.184         195.800        1756.978         613.288         196.576          -0.339          -0.061          -0.392          -0.422
3824                     46.308          43.693          10.665         745.936         765.218          89.478        1315.308         493.967         170.451        1480.632         523.718         170.124          -0.152          -0.136          -0.291          -0.315
3837                     16.106          49.685           7.358         106.167         164.658          38.132        1265.474         484.850         170.711        1467.934         518.774         168.370          -0.033          -0.087          -0.284          -0.311
3839                    331.014         225.347          47.014           9.316          26.539          15.293        1464.058         559.916         196.780        1737.523         608.902         195.951          -0.285          -0.055          -0.381          -0.413
3840                     58.881          69.410          24.404         126.927         178.971          48.059        1258.393         483.727         170.881        1491.812         521.315         167.286          -0.114          -0.096          -0.281          -0.312
3841                    275.566         461.752         249.818           0.000           0.249          37.276        1480.094         563.435         197.095        1746.006         611.818         196.871          -0.105          -0.291          -0.383          -0.415
3843                    835.663         530.194          66.550           0.000           0.183          18.189        1540.727         572.414         195.384        1797.494         623.463         198.562          -0.300          -1.096          -0.388          -0.416
3852                     32.994          43.896          17.981          37.977          53.655          25.275        1295.317         549.675         214.508        1483.737         590.340         215.907          -0.096          -0.086          -0.255          -0.279
3853                      0.516           8.511           8.278          89.206         125.779          45.028        1255.849         481.073         169.350        1474.783         521.045         169.058          -0.000          -0.093          -0.281          -0.308
3856                      6.444          15.986           4.883         277.073         176.028          29.205        1301.258         487.893         168.078        1503.199         524.821         168.257          -0.048          -0.215          -0.291          -0.316
3857                      4.073          48.010          77.957         505.747         796.325         415.849        1311.626         490.835         168.764        1546.469         533.733         169.134           0.018          -0.079          -0.306          -0.334
3859                    246.406         502.486         355.143           3.706          33.336          61.271        1504.744         567.257         196.491        1765.077         617.206         198.185          -0.069           0.039          -0.392          -0.421
3998                      1.695          12.347          15.998         104.715         188.399          91.724        1245.566         501.487         185.613        1486.535         546.041         184.259           0.013          -0.063          -0.266          -0.297
3863                    597.975        1196.652         616.974          20.058         170.118         249.313        1440.316         601.105         230.677        1715.247         659.607         233.107          -0.090           0.015          -0.356          -0.390
3873                      3.140          56.139         116.564         356.927         741.084         558.673        1377.340         520.032         180.414        1644.663         572.461         182.966           0.024          -0.031          -0.283          -0.311
3880                     17.932           2.778           0.391          78.383          98.864          30.891        1302.186         620.465         272.050        1537.385         672.165         270.307          -0.450          -0.106          -0.219          -0.250
3881                    313.174         637.653         242.425         208.878         577.975         296.578        1478.525         623.540         241.819        1781.668         691.272         246.497          -0.096          -0.061          -0.351          -0.385
3882                    232.987         169.998          43.989          56.967          87.051          37.811        1492.366         594.582         217.757        1796.712         659.561         222.425          -0.270          -0.127          -0.371          -0.403
3886                    104.155          74.035          21.784           0.000           0.043           3.534        1501.759         591.204         213.925        1796.876         653.953         218.624          -0.275          -0.008          -0.379          -0.409
3895                    133.768         250.796         115.163         124.798         307.612         165.422        1296.480         565.433         226.818        1518.889         619.386         232.216          -0.062          -0.040          -0.246          -0.271
3902                    214.557         295.890         107.693           0.020          14.516           1.167        1491.915         567.117         198.095        1784.998         627.670         202.684          -0.149          -0.073          -0.389          -0.419
3905                      2.063          17.847          25.593          83.311         314.445         331.894        1253.530         476.970         166.772        1491.975         523.580         168.730           0.017           0.007          -0.276          -0.303
3907                     74.870         145.590          54.798         328.661         457.209         142.305        1265.056         481.079         168.111        1505.231         527.693         169.880          -0.062          -0.094          -0.279          -0.306
3910                    126.232         256.616         115.303           1.863          21.189          25.534        1481.353         554.990         191.045        1759.144         615.654         197.856          -0.090           0.001          -0.383          -0.409
3914                    106.910         239.927         131.542           0.339           9.203          17.622        1513.033         559.864         190.325        1784.732         622.569         199.419          -0.074           0.009          -0.388          -0.412
3919                    396.207         601.615         201.068          16.476          71.871          51.865        1463.026         555.524         193.831        1752.128         618.191         200.303          -0.131          -0.026          -0.378          -0.406
3921                    183.241         392.678         190.727           0.112          33.002         117.050        1409.089         612.073         244.534        1687.467         676.016         248.955          -0.079           0.003          -0.327          -0.361
