ID                      S1G1nom         S1G2nom         S1G3nom         S2G1nom         S2G2nom         S2G3nom         S1BG1nom        S1BG2nom        S1BG3nom        S2BG1nom        S2BG2nom        S2BG3nom        dS1             dS2             dBS1            dBS2           
4497                    474.306         445.821         163.569          10.291          59.837          72.203        1451.593         622.133         245.221        1770.483         682.237         241.600          -0.210           0.005          -0.347          -0.389
4498                    218.799         402.851         288.178          15.431          66.912         110.176        1482.709         628.901         245.310        1776.696         684.248         242.176          -0.074           0.077          -0.350          -0.389
4499                    218.799         402.851         288.178          15.431          66.912         110.176        1482.709         628.901         245.310        1776.696         684.248         242.176          -0.607           1.383          -0.357          -0.393
4500                     84.563         102.116          49.225           1.948          23.533          37.227        1448.154         616.201         241.127        1769.967         675.646         237.007          -0.152           0.013          -0.345          -0.388
4504                   1968.957         497.442         115.002          25.445         109.031         129.401        1455.310         623.633         245.775        1753.261         676.046         239.566          -0.502           0.008          -0.344          -0.386
4507                    730.409        2197.969        3013.516           0.000           0.167          46.623        1451.857         626.587         248.710        1767.001         684.177         243.464           0.058          -0.409          -0.343          -0.386
4510                      1.448          13.708           7.968         707.258         536.340          87.857        1258.098         539.844         213.040        1517.433         583.119         205.928          -0.005          -0.180          -0.249          -0.286
4516                      2.340           9.399           1.619          30.247          33.222           6.169        1261.747         540.030         212.566        1507.560         579.723         204.870          -0.022          -0.124          -0.247          -0.284
4517                      0.003           0.124           3.899         692.708        1116.224         375.830        1263.794         543.339         214.837        1514.920         584.910         207.545           3.254          -0.082          -0.253          -0.290
4524                      0.003           0.124           3.899         692.708        1116.224         375.830        1263.794         543.339         214.837        1514.920         584.910         207.545          -1.000          -1.000          -0.226          -0.275
4525                    584.264         948.979         650.468           0.022           0.358           5.094        1504.868         618.931         234.048        1805.184         672.927         230.474          -0.092           4.189          -0.367          -0.406
4527                    250.806         259.492          82.675           1.363          29.644          24.810        1528.962         625.052         234.930        1793.116         672.302         231.605          -0.203          -0.003          -0.368          -0.404
4528                      6.877          37.673          24.821          36.890         406.957         331.994        1313.704         534.601         200.010        1514.235         566.139         194.478          -0.011          -0.003          -0.264          -0.295
4529                     -0.038          -1.364          -0.471         770.143        1176.238         669.941        1307.278         532.999         199.792        1518.213         567.436         194.857          -7.699          -0.070          -0.263          -0.295
4531                     -0.038          -1.364          -0.471         770.143        1176.238         669.941        1307.278         532.999         199.792        1518.213         567.436         194.857          -1.000          -0.479          -0.261          -0.290
4533                     33.831          72.919          65.539          83.988         220.574         254.192        1290.690         541.076         208.579        1506.494         574.662         201.438          -0.012           0.027          -0.261          -0.295
4536                      0.041           3.673           0.965         108.830          77.018          10.794        1288.297         531.909         201.925        1520.197         568.739         195.499          -1.131          -0.197          -0.266          -0.301
4540                     48.151          24.365          11.194         331.968         860.377         367.378        1272.519         530.602         203.438        1485.011         563.112         196.211          -0.221          -0.043          -0.260          -0.293
4541                    398.261         577.361         294.061          54.233         192.377         200.565        1482.658         618.312         237.101        1766.417         668.682         232.598          -0.130          -0.009          -0.362          -0.401
4542                    229.953         620.094         338.224           0.000           0.208          23.032        1479.885         618.910         238.010        1754.250         666.264         232.526          -0.065          -0.598          -0.362          -0.401
4546                      6.436          15.442           4.112         222.031         150.686          28.949        1263.366         534.610         208.039        1513.965         573.127         199.363          -0.050          -0.204          -0.257          -0.295
4548                    190.267         292.972         170.911           6.681          40.033          65.394        1520.103         633.946         243.104        1791.074         680.229         237.392          -0.113           0.045          -0.362          -0.400
4552                    252.894         250.507          85.929          11.479          51.692          44.909        2047.793        1049.127         494.760        2307.763        1055.725         444.334          -0.209          -0.020          -0.280          -0.338
4553                      0.000           0.232           5.431         157.906         125.599          24.071        1503.010         657.119         264.250        1709.535         696.265         260.713          -0.513          -0.180          -0.249          -0.280
4565                     40.817          67.142          22.509        1039.131         708.755         123.953        1463.077         741.526         345.932        1646.559         785.944         345.221          -0.095          -0.233          -0.238          -0.263
4568                    971.527         816.140         238.174          31.747         145.499         128.628        1538.127         644.360         248.220        1855.214         704.357         245.732          -0.266          -0.023          -0.383          -0.424
4569                    295.427         575.942         341.001          92.278         305.861         284.475        1541.953         653.995         255.085        1854.665         713.458         252.223          -0.098          -0.027          -0.376          -0.417
4570                     21.268          51.204          27.805         324.981         282.051         119.590        1346.631         578.651         228.680        1603.723         624.446         223.466          -0.048          -0.162          -0.269          -0.305
4572                     13.962          69.394           0.236         162.011         284.054          76.311        1346.001         552.882         208.803        1650.974         601.821         201.522          -0.075          -0.083          -0.281          -0.322
4574                      0.311          19.477           7.280         394.562         461.991         111.181        1289.795         547.346         213.605        1790.432         626.728         201.456          -0.000          -0.131          -0.273          -0.332
4575                     31.191          50.919          56.671         346.293         838.965        1006.698        1294.075         544.734         210.861        1817.789         626.418         198.199           0.039           0.039          -0.272          -0.333
4578                     77.120          37.095          12.816        1271.618        4485.380         303.744        1278.132         540.970         210.558        1854.700         631.790         197.580          -0.267          -0.025          -0.270          -0.335
4579                     26.492          27.329           9.694           0.571           0.907           1.320        1508.067         634.388         245.400        2176.990         755.813         240.946          -0.213           0.469          -0.375          -0.444
4581                    376.678         467.865         180.020           0.000           0.272          49.291        1472.982         630.914         248.529        2077.792         739.565         241.764          -0.174          -0.391          -0.364          -0.431
4583                     11.539          38.834           8.752         106.563          98.293          30.725        1282.033         550.680         217.540        1716.874         620.972         206.303          -0.034          -0.161          -0.267          -0.321
4584                     13.031          16.354           8.903          71.663         102.126          68.850        1281.923         554.261         220.407        1696.837         619.941         208.064          -0.100          -0.069          -0.269          -0.323
4588                    386.621        1066.063         841.264          32.341          87.990          92.827        1466.983         627.109         246.541        1947.383         715.320         241.382          -0.046          -0.008          -0.364          -0.420
4589                      4.167          19.077          14.170         149.194         182.186          49.353        1295.491         553.316         217.340        1622.974         606.581         208.296          -0.014          -0.122          -0.266          -0.312
4592                      0.000           1.026          30.074         160.210         240.765         157.523        1275.011         549.948         218.164        1614.165         605.209         208.492          -0.114          -0.066          -0.262          -0.309
4594                      0.000           1.026          30.074         160.210         240.765         157.523        1275.011         549.948         218.164        1614.165         605.209         208.492          71.585           0.518          -0.264          -0.308
4598                    486.842         378.354         120.595           2.110          19.021          37.058        1470.336         631.011         249.056        1861.990         706.773         246.519          -0.264           0.048          -0.359          -0.407
4599                      8.083          43.173          48.293         146.016         264.361         185.404        1256.583         548.052         219.854        1582.557         606.512         213.609           0.007          -0.047          -0.254          -0.299
4602                      4.882          25.550          18.694         216.742         367.854         136.808        1262.314         547.947         218.766        1590.517         606.614         212.604          -0.011          -0.078          -0.254          -0.298
4603                    461.910         625.405         314.065           3.379          36.848          82.426        1464.088         634.890         253.219        1839.290         709.643         251.624          -0.145           0.059          -0.355          -0.403
4611                      3.750          17.436          27.933         229.825         447.066         337.928        1266.328         547.260         217.520        1524.697         592.643         211.714           0.061          -0.035          -0.252          -0.290
4612                     41.976         107.513          26.427         195.256         343.044          86.483        1266.721         553.586         222.524        1546.308         600.821         214.555          -0.048          -0.078          -0.256          -0.297
4615                     21.776         111.214         106.463         323.778         734.356         414.344        1272.908         553.999         221.767        1532.701         598.485         214.788          -0.002          -0.046          -0.251          -0.290
4619                      6.847          20.211          12.371         101.342         118.379          42.289        1259.601         550.856         221.581        1546.072         603.839         216.758          -0.031          -0.120          -0.253          -0.293
4621                     74.538         226.323         146.236         186.457         510.359         308.178        1246.207         546.733         220.626        1527.682         595.016         212.999          -0.028          -0.034          -0.250          -0.291
4622                    384.135         391.188          55.292           4.229          79.462           2.068        1437.092         634.366         257.577        1814.034         710.515         255.783          -0.216          -0.032          -0.348          -0.396
4623                      0.000           1.749          27.075          76.460         113.324          44.184        1261.612         554.613         224.262        1591.622         621.508         223.056          -0.310          -0.090          -0.250          -0.291
4624                     24.327          26.397          22.172         327.759        1015.374         954.520        1263.599         552.431         222.144        1631.994         626.878         221.287          -0.039          -0.005          -0.251          -0.295
4625                      1.247          11.593           7.309          94.287          99.366          30.072        1265.797         551.193         220.760        1651.795         630.060         220.848          -0.005          -0.135          -0.253          -0.298
4626                      3.004          24.301           0.047         296.399         477.750          99.846        1255.106         547.581         219.735        1687.895         632.132         217.517          -0.319          -0.084          -0.252          -0.301
4627                     53.562         150.912          97.416         145.333         365.635         190.574        1265.391         548.717         218.846        1702.214         636.259         218.509          -0.031          -0.043          -0.254          -0.303
4628                     24.078          67.788          66.473          34.878         116.964         119.829        1279.805         551.297         218.412        1692.465         634.467         218.537          -0.000           0.004          -0.256          -0.303
4630                     10.508          56.716          52.072          21.931         295.577         486.405        1265.681         550.052         219.864        1650.977         624.861         217.313          -0.004           0.015          -0.255          -0.301
4631                    117.491         176.539          52.054           0.000           0.053          12.747        1467.635         636.982         254.276        1960.675         739.547         256.314          -0.145          -0.467          -0.353          -0.407
4632                     77.757         104.069          54.092          17.147          51.330          44.928        1480.896         638.186         252.942        1930.408         731.725         254.865          -0.140          -0.031          -0.352          -0.402
4633                     14.598          63.924          14.748         506.131         602.369         145.008        1276.086         554.582         221.678        1632.385         621.754         217.618          -0.021          -0.119          -0.251          -0.295
4635                      0.056           6.582           1.648         174.216         156.607          46.566        1274.255         552.145         220.046        1616.823         617.733         216.885          -0.546          -0.154          -0.249          -0.291
4640                      0.056           6.582           1.648         174.216         156.607          46.566        1274.255         552.145         220.046        1616.823         617.733         216.885           5.286          -1.000          -0.256          -0.300
4644                    101.242         116.366          47.868          24.807          80.591          39.691        1476.451         637.420         253.097        1888.023         715.715         249.308          -0.179          -0.055          -0.355          -0.406
4647                     32.127         153.277          89.865         327.169         679.330         307.590        1281.913         550.598         217.497        1579.333         604.140         212.372          -0.017          -0.059          -0.260          -0.300
4648                    246.900         266.342          95.788          30.521         102.123          73.956        1461.453         633.681         252.711        1824.251         703.372         249.233          -0.196          -0.041          -0.354          -0.401
4649                    307.582         611.476         573.283           4.279          17.554          44.664        1447.414         631.130         253.119        1839.222         704.562         248.030          -0.031           0.368          -0.351          -0.402
4653                     75.165         162.949         119.780           0.000           0.221          32.440        1463.877         636.497         254.543        1823.334         703.348         249.343          -0.065          -0.073          -0.352          -0.400
4654                    193.543         227.007          79.611           0.000           0.247          31.261        1445.259         638.089         259.137        1805.680         701.823         250.704          -0.181          -0.184          -0.345          -0.396
4657                      0.629           9.555          18.539         143.849         271.111         242.359        1287.515         561.707         225.398        1542.134         601.239         215.441           0.024          -0.017          -0.261          -0.301
4660                      0.173          15.362           0.230         361.903         279.270          49.990        1262.826         552.792         222.572        1541.622         596.356         212.014          -0.099          -0.192          -0.260          -0.302
4661                     45.744          59.549           8.615           0.344           6.159           0.094        1445.669         630.681         253.066        1794.355         693.042         246.001          -0.171          -0.161          -0.351          -0.400
4662                     84.687          99.640          36.958          12.339          15.666          12.440        1459.549         631.861         251.586        1829.317         698.602         245.166          -0.181          -0.084          -0.357          -0.406
4664                      8.795          21.779          16.562         235.520         840.504         351.559        1277.188         553.205         220.384        1554.709         598.659         211.848          -0.028          -0.030          -0.262          -0.303
4665                     -0.000          -1.201         -15.203         310.511         436.552         199.490        1267.601         551.636         220.800        1551.450         599.390         212.818          -0.133          -0.095          -0.262          -0.303
4666                    106.259         151.894          84.718           0.000           0.107          25.075        1454.121         636.911         256.596        1834.218         704.097         248.382          -0.130          -0.337          -0.352          -0.404
4667                   1867.687        2402.318         353.710           9.106          48.007          37.497        1453.956         636.441         256.246        1832.145         704.848         249.198          -0.175          -0.022          -0.353          -0.404
4668                      0.000           1.857           9.175         110.314         183.949          42.794        1282.061         559.159         224.307        1574.403         603.187         212.367          -0.116          -0.086          -0.261          -0.306
4674                     34.032          75.240          54.617           9.175          16.065          17.742        1450.738         633.998         254.844        1753.029         682.212         244.006          -0.066           0.025          -0.354          -0.400
4676                    260.719         386.275         195.923         188.217         374.222         237.532        1263.808         556.060         225.044        1503.934         587.590         211.000          -0.086          -0.052          -0.260          -0.302
4682                   2413.968        1249.469         229.118          58.532         186.795          96.669        1456.317         639.490         258.292        1748.721         684.748         246.440          -0.370          -0.057          -0.356          -0.402
4681                     17.529          19.701           7.407         154.461         626.154         439.199        1257.631         554.067         224.533        1483.866         582.684         210.306          -0.127          -0.018          -0.257          -0.298
4694                     13.210          73.899          61.966         118.951         240.558         129.260        1271.344         557.323         224.722        1501.248         585.491         209.868          -0.008          -0.058          -0.261          -0.302
4696                    104.484         161.548          66.013          93.972         194.471          91.151        1280.355         556.593         222.545        1488.841         583.354         210.082          -0.088          -0.060          -0.260          -0.298
4701                      1.141          21.509           0.148          32.917         132.156          73.575        1253.198         553.255         224.669        1504.130         585.468         209.446          -0.100          -0.023          -0.259          -0.302
4703                    168.839         424.045         187.141         132.107         435.906         266.415        1273.019         555.147         222.670        1525.471         588.814         208.870          -0.049          -0.029          -0.265          -0.307
4708                     96.169         170.003          74.640           6.168          45.046          49.903        1447.619         635.932         256.961        1774.565         689.123         245.949          -0.119          -0.004          -0.356          -0.405
4707                     18.041          91.088          90.599         433.388         660.313         345.085        1269.865         556.551         224.361        1546.594         596.736         211.597          -0.002          -0.085          -0.268          -0.312
4710                     76.826         110.320          63.512           4.877          14.935          20.234        1451.733         636.116         256.377        1780.987         691.563         246.801          -0.127           0.051          -0.352          -0.401
4713                    113.003          48.344          11.936           0.074           1.583           1.310        1450.945         634.995         255.611        1807.262         697.650         247.502          -0.410          -0.003          -0.357          -0.407
4714                     44.009         157.276         105.634          33.127         129.055         117.160        1446.716         634.233         255.746        1795.963         695.474         247.513          -0.043          -0.023          -0.357          -0.406
4717                    194.857         297.965         160.161           4.394          29.758          50.757        1446.480         643.043         262.965        1810.981         707.081         253.738          -0.130           0.043          -0.356          -0.408
4719                    171.142         299.703         124.753           2.282          30.816          47.688        1478.446         649.016         262.061        1818.047         706.957         252.656          -0.125           0.009          -0.361          -0.411
4726                   1793.744        2620.806        1051.411          35.494         210.044         171.281        1439.966         640.205         261.828        1790.447         700.113         251.618          -0.151          -0.019          -0.356          -0.408
4727                     11.883          44.509           9.618         159.925         538.823         364.436        1264.908         560.732         228.651        1535.305         599.851         215.404          -0.029          -0.025          -0.261          -0.305
4728                    278.679         241.588          53.772         256.891         297.919          82.771        1257.055         562.055         231.178        1510.527         597.211         217.034          -0.177          -0.132          -0.259          -0.302
4730                     12.051          21.155           5.454         118.167          87.140          23.863        1292.407         569.366         230.723        1515.055         600.939         219.100          -0.084          -0.205          -0.265          -0.304
4732                    148.959         203.541         126.658          30.402          92.906         100.228        1447.313         642.362         262.255        1774.345         697.812         252.245          -0.125          -0.005          -0.350          -0.399
4734                   3186.557        2208.754         244.401          15.449          91.966          44.834        1468.448         649.378         264.152        1818.678         710.646         255.220          -0.306          -0.026          -0.356          -0.406
4735                    176.863         213.935          50.136          88.631         181.892          77.354        1278.516         563.280         228.270        1546.498         603.520         216.468          -0.125          -0.064          -0.260          -0.303
4738                      6.725          34.953          30.941         326.867         494.626         209.760        1285.355         566.642         229.776        1591.851         616.646         219.535          -0.007          -0.093          -0.264          -0.310
4739                      8.909          21.195           7.511         476.955         385.335          68.416        1274.380         565.332         230.692        1577.157         613.044         219.006          -0.055          -0.189          -0.261          -0.307
4740                     38.053          30.459           7.963          25.600          44.566          11.603        1274.345         557.847         224.613        1574.807         606.635         214.756          -0.184          -0.081          -0.259          -0.302
4742                    220.268         321.585          47.455          10.682          67.632          31.927        1455.061         641.070         259.799        1842.915         714.963         254.919          -0.158          -0.024          -0.356          -0.407
4743                    315.911         418.900         238.995           6.497          48.072          91.828        1458.271         644.507         262.019        1831.126         715.014         256.610          -0.141           0.060          -0.356          -0.406
4745                    307.844         300.025         103.496          52.491         132.745          80.077        1468.520         644.988         260.569        1848.808         717.021         255.571          -0.222          -0.070          -0.357          -0.407
4746                     24.004           5.272           1.058         351.797         139.386          41.526        1282.497         561.320         225.973        1563.509         607.282         216.783          -0.400          -0.307          -0.257          -0.299
4747                      0.144           6.944           0.068          67.369          58.442          25.104        1284.485         567.577         230.694        1566.725         612.303         219.940          -0.163          -0.159          -0.260          -0.303
4750                    199.909         332.182         220.011          27.591         116.513         154.520        1667.328         698.208         268.857        1825.900         716.229         258.228          -0.099           0.023          -0.372          -0.402
4752                    112.358         192.613         108.314          78.015         186.021         128.594        1695.133         699.620         265.491        1808.431         709.753         256.030          -0.109          -0.065          -0.374          -0.399
4753                      0.257          10.735          14.347          81.820         183.395          84.067        1444.955         600.040         229.115        1538.615         608.611         221.285           0.001          -0.055          -0.274          -0.297
4754                      0.000           4.480          53.828         453.820         631.220         251.057        1413.421         594.186         229.697        1544.924         609.636         221.120          -0.128          -0.099          -0.267          -0.294
4755                   4151.284       15815.680       21379.145          43.323         170.362         298.372        1559.580         672.496         266.700        1812.785         715.639         259.679           0.033           0.115          -0.362          -0.401
4760                    742.475         454.033          73.363           0.026           6.399          20.440        1489.702         653.969         264.066        1776.539         705.384         257.449          -0.331           0.003          -0.354          -0.397
4761                   1660.868        3319.038        1837.977          22.748         279.842         574.577        1506.439         656.928         263.491        1776.667         703.831         256.294          -0.093           0.037          -0.354          -0.395
4769                    322.338         217.550          66.847           6.992          21.020          12.101        1446.629         646.488         265.770        1785.249         706.236         256.805          -0.297          -0.058          -0.347          -0.396
4771                      0.000           0.348           9.762          93.948         108.846          30.116        1264.209         561.451         229.368        1536.070         603.944         218.256          -0.729          -0.128          -0.256          -0.298
4772                      0.000           0.348           9.762          93.948         108.846          30.116        1264.209         561.451         229.368        1536.070         603.944         218.256           6.810           1.923          -0.253          -0.299
4779                     58.845         107.619          97.860          55.450         130.212         135.519        1436.539         639.530         261.902        1773.808         694.297         249.777          -0.039          -0.008          -0.346          -0.397
4782                      0.006           7.051           3.587         429.689         518.369         171.593        1285.958         566.537         229.582        1509.930         594.559         215.189          -1.522          -0.121          -0.258          -0.298
4784                      7.134          42.537          41.576         476.516         594.520         240.557        1279.752         566.713         230.846        1511.396         595.190         215.438          -0.002          -0.114          -0.259          -0.300
4787                    195.703         275.468          72.214           6.768          44.149          32.988        1448.391         629.189         251.390        1745.884         677.324         241.500          -0.158          -0.017          -0.354          -0.400
4789                    525.463         329.399          45.780           4.462          14.354          12.488        1426.985         630.497         256.248        1757.707         682.576         243.612          -0.322          -0.031          -0.350          -0.400
4791                     50.513         158.714         132.903         211.273         385.928         256.205        1273.969         559.931         226.366        1513.037         592.001         212.894          -0.016          -0.054          -0.262          -0.303
4792                    172.730         256.079         135.931           4.698          30.609          49.997        1455.425         640.823         259.533        1751.770         687.608         248.075          -0.130           0.039          -0.351          -0.398
4794                   1701.166        3141.179        2446.196          23.679          46.797          54.458        1463.540         648.305         264.165        1769.339         695.408         251.218          -0.070           0.036          -0.354          -0.402
4795                    279.660         864.491         958.066          25.616          81.608         122.742        1505.326         660.813         266.824        1782.012         702.381         254.464          -0.001           0.084          -0.356          -0.401
4797                      8.834          30.106          15.544         165.592         199.424          72.784        1299.488         574.864         233.924        1539.003         604.079         217.934          -0.031          -0.123          -0.264          -0.306
4798                     18.629          63.669          34.655         129.516         259.138         105.849        1296.081         575.136         234.766        1530.415         602.894         218.305          -0.030          -0.067          -0.262          -0.303
4801                      0.000           1.948           5.910         167.366         123.527          30.549        1286.790         565.035         228.214        1532.892         595.519         212.630          -0.257          -0.199          -0.260          -0.301
4804                     41.886         195.553         116.434         569.943        1091.821         417.552        1300.887         572.822         232.009        1548.649         604.053         216.548          -0.018          -0.072          -0.262          -0.304
4803                     12.710          23.911          22.617         217.841         498.341         195.253        1293.604         568.506         229.811        1519.365         593.628         213.172          -0.006          -0.055          -0.255          -0.296
4807                      2.967           4.981           1.066          37.851          21.074           6.811        1254.763         559.744         229.697        1521.057         595.277         214.122          -0.086          -0.245          -0.256          -0.301
4808                      0.000           5.732          50.878        1189.394        1213.526         352.784        1250.404         557.242         228.440        1515.569         590.861         211.715          -0.025          -0.144          -0.252          -0.297
4812                    334.223         391.687         183.813          12.861          76.730         104.756        1450.972         645.542         264.193        1823.561         707.991         252.626          -0.176           0.015          -0.354          -0.408
4813                    652.562        1012.367         573.479           8.260          61.689         133.890        1440.855         637.200         259.208        1811.185         700.582         249.050          -0.121           0.093          -0.353          -0.406
4814                     13.765          24.665          12.566          81.624         142.705          55.952        1295.862         563.795         225.610        1532.785         594.242         211.731          -0.068          -0.076          -0.257          -0.298
4817                    280.393         833.831         710.348          40.109          45.665          25.473        1446.954         637.220         258.125        1795.643         693.989         246.498          -0.037          -0.162          -0.355          -0.407
4819                    292.801         321.872          66.264          63.786          86.397          37.949        1449.878         646.619         265.279        1798.354         702.220         252.019          -0.214          -0.160          -0.358          -0.411
4820                     50.293          50.649          17.347           6.906          13.359           8.883        1425.489         637.559         262.314        1793.805         695.998         248.189          -0.216          -0.086          -0.350          -0.405
4825                    373.613         885.046         585.178           0.000           0.017           4.290        1439.623         634.228         257.010        1802.807         694.360         245.774          -0.070          -1.805          -0.355          -0.408
4826                      0.216          27.068          55.590         533.528        1591.482        1585.950        1241.957         550.715         224.632        1511.118         587.469         209.903           0.001           0.001          -0.253          -0.297
4830                     32.422          95.284          76.519         124.526         216.552         137.096        1249.483         552.474         224.704        1501.400         584.982         209.480          -0.019          -0.058          -0.253          -0.296
4833                    239.002         240.742          42.838           0.000           0.567          20.931        1435.508         637.957         260.799        1782.129         693.609         248.108          -0.225          -0.086          -0.352          -0.404
4834                    259.236         393.496         102.507           1.702          15.638           9.420        1445.791         639.467         260.165        1784.746         694.925         248.686          -0.151          -0.013          -0.354          -0.404
4840                     47.959          82.422          69.526        1149.117        2142.189        1862.335        1236.830         552.528         227.060        1510.629         587.937         210.307          -0.027          -0.021          -0.250          -0.297
4842                     12.433          25.556          14.195         274.927         294.471         123.679        1237.746         549.446         224.360        1502.815         583.717         208.374          -0.054          -0.128          -0.252          -0.297
4845                     80.444         106.822          12.949           0.000           0.018           4.230        1431.245         635.694         259.722        1784.049         693.041         247.432          -0.172          -1.716          -0.352          -0.405
4846                     11.791          22.797          10.742         636.244        2082.425        1990.250        1241.282         550.147         224.290        1512.812         588.141         210.148          -0.064          -0.004          -0.253          -0.297
4856                      3.506          15.950          22.322         376.055         369.517         114.650        1253.724         556.698         227.386        1477.053         584.048         212.277           0.037          -0.148          -0.252          -0.293
4857                     85.184         160.006          79.165           8.838          52.460          63.762        1453.219         646.912         264.907        1755.570         694.073         252.228          -0.107           0.003          -0.351          -0.400
4859                    396.852         563.842         281.945          13.053          77.480         110.564        1445.156         641.770         262.163        1750.615         690.925         250.649          -0.142           0.021          -0.352          -0.400
4860                    140.528         240.011         133.991         100.233         240.293         159.261        1436.876         642.434         264.229        1731.185         687.774         251.168          -0.112          -0.069          -0.350          -0.398
4862                     86.922         178.239         128.583          26.277          97.781         106.081        1438.047         640.843         262.704        1734.526         689.057         251.620          -0.073          -0.006          -0.351          -0.398
4863                     34.335          62.381          27.323          40.971         109.943          61.182        1246.566         555.636         227.825        1470.874         584.516         213.518          -0.071          -0.039          -0.251          -0.292
4868                    137.444         100.016          36.250           0.953           5.232           6.093        1419.133         643.642         268.562        1732.628         692.545         254.464          -0.277          -0.000          -0.345          -0.396
4869                      8.244          22.280          17.162         275.101         275.895          55.804        1247.387         560.639         231.805        1479.482         590.124         216.374          -0.024          -0.148          -0.248          -0.291
4871                   1346.137         629.717          61.483           0.073          11.105           4.474        1447.516         644.396         263.885        1736.556         689.705         251.799          -0.394          -0.000          -0.351          -0.398
4872                     24.935          69.976          34.255         830.290        1181.009         330.233        1249.187         557.360         228.762        1479.156         588.401         215.156          -0.039          -0.101          -0.250          -0.291
4877                     52.854          74.777          24.533          45.301          76.064          35.285        1232.344         556.717         231.370        1487.956         590.269         215.239          -0.100          -0.076          -0.248          -0.292
4878                    210.239         644.610         865.248           2.811          25.637          69.298        1468.761         648.796         263.620        1778.146         699.391         252.846           0.047           0.137          -0.353          -0.401
4879                     11.473          48.556           8.389         103.699         250.869          85.931        1247.810         557.227         228.906        1490.285         590.055         214.744          -0.022          -0.052          -0.251          -0.293
4880                      7.831          49.619           0.199         245.682         278.522          73.975        1243.078         555.639         228.471        1486.930         589.075         214.515          -0.064          -0.130          -0.250          -0.292
4881                     25.457           9.574           2.585          62.428         299.224         223.693        1236.236         554.432         228.742        1476.939         586.880         214.365          -0.320          -0.012          -0.250          -0.292
4883                    142.890         199.914          46.285          37.065         110.881          48.855        1434.783         645.036         266.772        1753.875         696.927         254.561          -0.164          -0.065          -0.348          -0.398
4884                    723.328         794.420         243.931          14.946          65.649          48.177        1430.163         643.889         266.684        1769.973         700.409         254.766          -0.203          -0.031          -0.347          -0.399
